product_id;local;date;planned_quantity;actual_quantity;planned_price;promotion_type;actual_price;service_level
Product_0003;Whse_J;15/02/2012;700;400;228;None;228;0.98
Product_0003;Whse_J;17/02/2012;100;550;228;None;228;0.98
Product_0003;Whse_J;23/02/2012;300;325;228;None;228;0.98
Product_0003;Whse_J;21/03/2012;100;312;228;None;228;0.98
Product_0003;Whse_J;26/03/2012;100;206;228;None;228;0.98
Product_0003;Whse_J;29/03/2012;100;153;228;None;228;0.98
Product_0003;Whse_J;04/04/2012;300;127;228;None;228;0.98
Product_0003;Whse_J;05/04/2012;700;213;228;None;228;0.98
Product_0003;Whse_J;18/04/2012;700;457;228;None;228;0.98
Product_0003;Whse_J;24/05/2012;300;578;228;None;228;0.98
Product_0003;Whse_J;31/05/2012;600;439;228;None;228;0.98
Product_0003;Whse_J;08/06/2012;100;520;228;None;228;0.98
Product_0003;Whse_J;21/06/2012;200;310;228;None;228;0.98
Product_0003;Whse_J;17/07/2012;100;255;228;None;228;0.98
Product_0003;Whse_J;26/07/2012;400;177;228;None;228;0.98
Product_0003;Whse_J;23/08/2012;700;289;228;None;228;0.98
Product_0003;Whse_J;29/08/2012;300;494;228;None;228;0.98
Product_0003;Whse_J;21/09/2012;400;397;228;None;228;0.98
Product_0003;Whse_J;26/09/2012;500;399;228;None;228;0.98
Product_0003;Whse_J;27/09/2012;100;449;228;None;228;0.98
Product_0003;Whse_J;01/10/2012;200;275;228;None;228;0.98
Product_0003;Whse_J;01/10/2012;300;237;228;None;228;0.98
Product_0003;Whse_J;01/10/2012;300;269;228;None;228;0.98
Product_0003;Whse_J;02/10/2012;300;284;228;None;228;0.98
Product_0003;Whse_J;23/10/2012;100;292;228;None;228;0.98
Product_0003;Whse_J;24/10/2012;400;196;228;None;228;0.98
Product_0003;Whse_J;13/11/2012;500;298;228;None;228;0.98
Product_0003;Whse_J;19/11/2012;200;399;228;None;228;0.98
Product_0003;Whse_J;06/12/2012;500;300;228;None;228;0.98
Product_0003;Whse_J;12/12/2012;100;400;228;None;228;0.98
Product_0003;Whse_S;02/02/2012;100;100;228;None;228;0.98
Product_0003;Whse_S;08/03/2012;100;100;228;None;228;0.98
Product_0003;Whse_S;14/08/2012;200;100;228;None;228;0.98
Product_0003;Whse_S;06/09/2012;200;150;228;None;228;0.98
Product_0003;Whse_S;11/09/2012;200;175;228;None;228;0.98
Product_0003;Whse_S;11/10/2012;200;188;228;None;228;0.98
Product_0003;Whse_S;17/10/2012;2500;194;228;None;228;0.98
Product_0003;Whse_S;29/11/2012;200;1347;228;None;228;0.98
Product_0003;Whse_S;12/12/2012;100;773;228;None;228;0.98
Product_0004;Whse_J;30/01/2012;200;200;160;None;160;0.98
Product_0004;Whse_J;31/01/2012;100;200;160;None;160;0.98
Product_0004;Whse_J;02/02/2012;900;150;160;None;160;0.98
Product_0004;Whse_J;22/02/2012;100;525;160;None;160;0.98
Product_0004;Whse_J;21/03/2012;500;312;160;None;160;0.98
Product_0004;Whse_J;02/05/2012;600;406;160;None;160;0.98
Product_0004;Whse_J;02/05/2012;100;503;160;None;160;0.98
Product_0004;Whse_J;07/05/2012;100;302;160;None;160;0.98
Product_0004;Whse_J;21/06/2012;100;201;160;None;160;0.98
Product_0004;Whse_J;05/07/2012;100;150;160;None;160;0.98
Product_0004;Whse_J;05/07/2012;100;125;160;None;160;0.98
Product_0004;Whse_J;18/07/2012;100;113;160;None;160;0.98
Product_0004;Whse_J;30/07/2012;200;106;160;None;160;0.98
Product_0004;Whse_J;08/08/2012;100;153;160;None;160;0.98
Product_0004;Whse_J;21/08/2012;100;127;160;None;160;0.98
Product_0004;Whse_J;29/08/2012;300;113;160;None;160;0.98
Product_0004;Whse_J;14/09/2012;100;207;160;None;160;0.98
Product_0004;Whse_J;01/10/2012;300;153;160;None;160;0.98
Product_0004;Whse_J;01/10/2012;300;227;160;None;160;0.98
Product_0004;Whse_J;02/10/2012;300;263;160;None;160;0.98
Product_0004;Whse_J;23/10/2012;100;282;160;None;160;0.98
Product_0004;Whse_J;03/12/2012;100;191;160;None;160;0.98
Product_0004;Whse_J;17/12/2012;100;145;160;None;160;0.98
Product_0005;Whse_J;08/06/2012;100;100;27;None;27;0.98
Product_0005;Whse_J;29/08/2012;200;100;27;None;27;0.98
Product_0005;Whse_J;01/10/2012;200;150;27;None;27;0.98
Product_0005;Whse_J;01/10/2012;200;175;27;None;27;0.98
Product_0005;Whse_J;02/10/2012;200;188;27;None;27;0.98
Product_0005;Whse_J;08/11/2012;100;194;27;None;27;0.98
Product_0006;Whse_J;29/08/2012;200;200;207;None;207;0.98
Product_0006;Whse_J;04/09/2012;100;200;207;None;207;0.98
Product_0006;Whse_J;01/10/2012;200;150;207;None;207;0.98
Product_0006;Whse_J;01/10/2012;200;175;207;None;207;0.98
Product_0006;Whse_J;02/10/2012;200;188;207;None;207;0.98
Product_0007;Whse_J;06/01/2012;100;100;25;None;25;0.98
Product_0007;Whse_J;10/01/2012;1000;100;25;None;25;0.98
Product_0007;Whse_J;11/01/2012;500;550;25;None;25;0.98
Product_0007;Whse_J;13/01/2012;200;525;25;None;25;0.98
Product_0007;Whse_J;17/01/2012;100;362;25;None;25;0.98
Product_0007;Whse_J;26/01/2012;100;231;25;None;25;0.98
Product_0007;Whse_J;26/01/2012;100;166;25;None;25;0.98
Product_0007;Whse_J;01/02/2012;100;133;25;None;25;0.98
Product_0007;Whse_J;06/02/2012;200;116;25;None;25;0.98
Product_0007;Whse_J;06/02/2012;100;158;25;None;25;0.98
Product_0007;Whse_J;08/02/2012;100;129;25;None;25;0.98
Product_0007;Whse_J;09/02/2012;300;115;25;None;25;0.98
Product_0007;Whse_J;10/02/2012;1500;207;25;None;25;0.98
Product_0007;Whse_J;13/02/2012;300;854;25;None;25;0.98
Product_0007;Whse_J;27/02/2012;200;577;25;None;25;0.98
Product_0007;Whse_J;28/02/2012;500;388;25;None;25;0.98
Product_0007;Whse_J;29/02/2012;500;444;25;None;25;0.98
Product_0007;Whse_J;29/02/2012;300;472;25;None;25;0.98
Product_0007;Whse_J;02/03/2012;100;386;25;None;25;0.98
Product_0007;Whse_J;08/03/2012;1000;243;25;None;25;0.98
Product_0007;Whse_J;08/03/2012;1000;622;25;None;25;0.98
Product_0007;Whse_J;13/03/2012;100;811;25;None;25;0.98
Product_0007;Whse_J;26/03/2012;500;455;25;None;25;0.98
Product_0007;Whse_J;26/03/2012;100;478;25;None;25;0.98
Product_0007;Whse_J;28/03/2012;100;289;25;None;25;0.98
Product_0007;Whse_J;06/04/2012;100;194;25;None;25;0.98
Product_0007;Whse_J;11/04/2012;100;147;25;None;25;0.98
Product_0007;Whse_J;20/04/2012;300;124;25;None;25;0.98
Product_0007;Whse_J;20/04/2012;200;212;25;None;25;0.98
Product_0007;Whse_J;20/04/2012;100;206;25;None;25;0.98
Product_0007;Whse_J;23/04/2012;1000;153;25;None;25;0.98
Product_0007;Whse_J;26/04/2012;300;576;25;None;25;0.98
Product_0007;Whse_J;01/05/2012;1000;438;25;None;25;0.98
Product_0007;Whse_J;08/05/2012;100;719;25;None;25;0.98
Product_0007;Whse_J;08/05/2012;200;410;25;None;25;0.98
Product_0007;Whse_J;15/05/2012;600;305;25;None;25;0.98
Product_0007;Whse_J;16/05/2012;200;452;25;None;25;0.98
Product_0007;Whse_J;25/05/2012;300;326;25;None;25;0.98
Product_0007;Whse_J;28/05/2012;1000;313;25;None;25;0.98
Product_0007;Whse_J;01/06/2012;100;657;25;None;25;0.98
Product_0007;Whse_J;04/06/2012;100;378;25;None;25;0.98
Product_0007;Whse_J;08/06/2012;200;239;25;None;25;0.98
Product_0007;Whse_J;20/06/2012;1000;220;25;None;25;0.98
Product_0007;Whse_J;28/06/2012;100;610;25;None;25;0.98
Product_0007;Whse_J;29/06/2012;100;355;25;None;25;0.98
Product_0007;Whse_J;02/07/2012;100;227;25;None;25;0.98
Product_0007;Whse_J;06/07/2012;300;164;25;None;25;0.98
Product_0007;Whse_J;10/07/2012;100;232;25;None;25;0.98
Product_0007;Whse_J;17/07/2012;1000;166;25;None;25;0.98
Product_0007;Whse_J;19/07/2012;500;583;25;None;25;0.98
Product_0007;Whse_J;23/07/2012;100;541;25;None;25;0.98
Product_0007;Whse_J;23/07/2012;100;321;25;None;25;0.98
Product_0007;Whse_J;24/07/2012;200;210;25;None;25;0.98
Product_0007;Whse_J;27/07/2012;100;205;25;None;25;0.98
Product_0007;Whse_J;01/08/2012;100;153;25;None;25;0.98
Product_0007;Whse_J;08/08/2012;100;126;25;None;25;0.98
Product_0007;Whse_J;09/08/2012;100;113;25;None;25;0.98
Product_0007;Whse_J;23/08/2012;1000;107;25;None;25;0.98
Product_0007;Whse_J;23/08/2012;400;553;25;None;25;0.98
Product_0007;Whse_J;29/08/2012;100;477;25;None;25;0.98
Product_0007;Whse_J;29/08/2012;300;288;25;None;25;0.98
Product_0007;Whse_J;03/09/2012;100;294;25;None;25;0.98
Product_0007;Whse_J;05/09/2012;300;197;25;None;25;0.98
Product_0007;Whse_J;05/09/2012;1000;249;25;None;25;0.98
Product_0007;Whse_J;07/09/2012;300;624;25;None;25;0.98
Product_0007;Whse_J;07/09/2012;1000;462;25;None;25;0.98
Product_0007;Whse_J;11/09/2012;100;731;25;None;25;0.98
Product_0007;Whse_J;13/09/2012;300;416;25;None;25;0.98
Product_0007;Whse_J;14/09/2012;100;358;25;None;25;0.98
Product_0007;Whse_J;18/09/2012;100;229;25;None;25;0.98
Product_0007;Whse_J;25/09/2012;100;164;25;None;25;0.98
Product_0007;Whse_J;26/09/2012;200;132;25;None;25;0.98
Product_0007;Whse_J;01/10/2012;300;166;25;None;25;0.98
Product_0007;Whse_J;01/10/2012;300;233;25;None;25;0.98
Product_0007;Whse_J;01/10/2012;300;267;25;None;25;0.98
Product_0007;Whse_J;02/10/2012;200;283;25;None;25;0.98
Product_0007;Whse_J;02/10/2012;300;242;25;None;25;0.98
Product_0007;Whse_J;03/10/2012;100;271;25;None;25;0.98
Product_0007;Whse_J;03/10/2012;400;185;25;None;25;0.98
Product_0007;Whse_J;04/10/2012;100;293;25;None;25;0.98
Product_0007;Whse_J;10/10/2012;500;196;25;None;25;0.98
Product_0007;Whse_J;11/10/2012;100;348;25;None;25;0.98
Product_0007;Whse_J;16/10/2012;1000;224;25;None;25;0.98
Product_0007;Whse_J;16/10/2012;300;612;25;None;25;0.98
Product_0007;Whse_J;16/10/2012;100;456;25;None;25;0.98
Product_0007;Whse_J;25/10/2012;100;278;25;None;25;0.98
Product_0007;Whse_J;26/10/2012;100;189;25;None;25;0.98
Product_0007;Whse_J;31/10/2012;300;145;25;None;25;0.98
Product_0007;Whse_J;31/10/2012;700;222;25;None;25;0.98
Product_0007;Whse_J;06/11/2012;100;461;25;None;25;0.98
Product_0007;Whse_J;07/11/2012;1000;281;25;None;25;0.98
Product_0007;Whse_J;07/11/2012;100;640;25;None;25;0.98
Product_0007;Whse_J;14/11/2012;100;370;25;None;25;0.98
Product_0007;Whse_J;14/11/2012;100;235;25;None;25;0.98
Product_0007;Whse_J;15/11/2012;200;168;25;None;25;0.98
Product_0007;Whse_J;20/11/2012;100;184;25;None;25;0.98
Product_0007;Whse_J;28/11/2012;100;142;25;None;25;0.98
Product_0007;Whse_J;30/11/2012;300;121;25;None;25;0.98
Product_0007;Whse_J;03/12/2012;100;210;25;None;25;0.98
Product_0007;Whse_J;04/12/2012;100;155;25;None;25;0.98
Product_0007;Whse_J;05/12/2012;100;128;25;None;25;0.98
Product_0007;Whse_J;11/12/2012;100;114;25;None;25;0.98
Product_0007;Whse_J;12/12/2012;300;107;25;None;25;0.98
Product_0007;Whse_J;12/12/2012;1000;203;25;None;25;0.98
Product_0007;Whse_J;13/12/2012;500;602;25;None;25;0.98
Product_0007;Whse_J;14/12/2012;500;551;25;None;25;0.98
Product_0007;Whse_J;17/12/2012;100;525;25;None;25;0.98
Product_0007;Whse_J;17/12/2012;400;313;25;None;25;0.98
Product_0007;Whse_J;19/12/2012;400;356;25;None;25;0.98
Product_0007;Whse_J;26/12/2012;1000;378;25;None;25;0.98
Product_0007;Whse_J;26/12/2012;100;689;25;None;25;0.98
Product_0007;Whse_J;26/12/2012;500;395;25;None;25;0.98
Product_0008;Whse_C;09/01/2012;1000;1000;284;None;284;0.98
Product_0008;Whse_C;09/02/2012;2000;1000;284;None;284;0.98
Product_0008;Whse_C;14/02/2012;2500;1500;284;None;284;0.98
Product_0008;Whse_C;07/03/2012;3000;2000;284;None;284;0.98
